No,Benchmark,InputData,ID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy
850,gaussian,208,22,Fan2,810469314.08,10.23,10728,1209123044.52,10.23,8864,9.0,6105.32,2.48,7.67,0.17,0.1,0.17,4.35,4.35,84873646209.39,9.0,10.23,89.46,2.07,42.37,1.43,0.05,94.96,1,0.05,5.04,14.42,15.88,28.8,28.35,28.35,261.21,83586,265.38,84921,16,2704,16,0,0,0,43264,1.06,32,128,32,64,5.39,8.43,32,50
851,gaussian,208,23,Fan1,750000000.0,1.82,5100,1122102406.1,1.82,4544,0.34,25.56,0.03,36.33,0.21,0.0,0.23,5.73,5.73,14007042253.52,0.27,1.82,51.9,0.02,1.52,2.54,0.08,93.39,1,0.07,6.61,26.77,29.3,41.63,38.43,38.43,1.35,433,1.47,469,512,1,17,0,0,0,512,0.0,32,5,32,4,9.36,14.62,64,100
852,gaussian,208,24,Fan2,793165467.63,10.34,10532,1182329136.69,10.34,8896,9.77,5986.09,2.52,9.24,0.17,0.1,0.18,4.43,4.43,83992805755.4,9.77,10.34,92.74,2.11,45.49,1.44,0.05,95.04,1,0.05,4.96,14.33,15.79,29.43,28.98,28.98,261.21,83586,265.26,84883,16,2704,16,0,0,0,43264,1.06,32,128,32,64,5.23,8.17,32,50
853,gaussian,208,25,Fan1,708333333.33,1.86,4914,1066153067.13,1.86,4608,0.35,24.51,0.03,37.74,0.22,0.0,0.24,5.98,5.98,13465277777.78,0.28,1.86,51.91,0.02,1.53,2.28,0.07,94.54,1,0.05,5.46,26.69,29.21,45.35,41.87,41.87,1.35,433,1.47,469,512,1,17,0,0,0,512,0.0,32,5,32,4,9.56,14.94,64,100
854,gaussian,208,26,Fan2,809090909.09,10.12,10616,1204848484.85,10.12,8800,10.08,6045.54,2.5,9.14,0.17,0.1,0.18,4.39,4.39,83847272727.27,10.08,10.12,91.7,2.09,44.6,1.54,0.05,94.66,1,0.05,5.34,14.25,15.69,29.36,28.91,28.91,261.21,83586,265.25,84880,16,2704,16,0,0,0,43264,1.06,32,128,32,64,5.25,8.2,32,50
855,gaussian,208,27,Fan1,732638888.89,1.82,5044,1094509548.61,1.82,4608,0.34,25.38,0.03,36.31,0.19,0.0,0.21,5.3,5.3,13673611111.11,0.28,1.82,51.92,0.02,1.28,2.3,0.07,94.28,1,0.06,5.72,29.24,32.0,43.87,40.19,40.19,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.79,13.74,64,100
856,gaussian,208,28,Fan2,802867383.51,10.16,10697,1196777927.12,10.16,8928,8.97,5941.6,2.45,9.3,0.17,0.1,0.18,4.4,4.4,83505376344.09,8.97,10.16,90.83,2.05,45.41,1.65,0.05,94.88,1,0.05,5.12,14.36,15.82,32.66,32.16,32.16,257.6,82432,261.65,83729,16,2704,16,0,0,0,43264,1.06,32,128,32,64,5.32,8.31,32,50
857,gaussian,208,29,Fan1,742957746.48,1.78,5061,1113593016.43,1.78,4544,0.34,25.18,0.03,36.44,0.2,0.0,0.21,5.34,5.34,13570422535.21,0.27,1.78,51.93,0.02,1.29,2.49,0.07,93.84,1,0.06,6.16,29.15,31.9,44.04,40.36,40.36,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.93,13.96,64,100
858,gaussian,208,30,Fan2,791666666.67,10.03,10441,1181216032.61,10.03,8832,8.84,5895.57,2.49,7.65,0.17,0.1,0.18,4.41,4.41,81333333333.33,8.84,10.03,92.4,2.07,41.25,1.55,0.05,94.81,1,0.05,5.19,14.41,15.88,30.37,29.81,29.81,255.05,81616,259.88,83161,16,2704,16,0,0,0,43264,1.06,32,128,32,64,5.13,8.01,32,50
859,gaussian,208,31,Fan1,755244755.24,1.77,5156,1126347610.72,1.77,4576,0.33,24.38,0.03,37.49,0.2,0.0,0.22,5.51,5.51,13657342657.34,0.27,1.77,51.94,0.02,1.3,2.52,0.07,93.97,1,0.06,6.03,29.06,31.8,45.68,41.86,41.86,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.99,14.05,64,100
860,gaussian,208,32,Fan2,793321299.64,10.07,10486,1181558363.42,10.07,8864,9.52,6010.66,2.48,8.8,0.17,0.1,0.17,4.32,4.32,81826714801.44,9.52,10.07,92.68,2.07,44.6,1.39,0.05,94.89,1,0.05,5.11,14.32,15.79,27.74,27.24,27.24,255.05,81616,259.77,83126,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.92,7.68,32,50
861,gaussian,208,33,Fan1,711805555.56,1.85,4894,1061812789.35,1.85,4608,0.35,25.18,0.03,36.15,0.2,0.0,0.21,5.34,5.34,13465277777.78,0.28,1.85,51.95,0.02,1.3,2.61,0.07,93.9,1,0.06,6.1,28.96,31.7,46.77,42.85,42.85,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.9,13.91,64,100
862,gaussian,208,34,Fan2,796363636.36,10.07,10448,1186496212.12,10.07,8800,7.94,5911.15,2.48,8.95,0.17,0.1,0.18,4.38,4.38,82123636363.64,7.94,10.07,93.65,2.07,44.78,1.42,0.05,94.75,1,0.05,5.25,14.24,15.69,27.55,27.12,27.12,255.05,81616,259.1,82913,16,2704,16,0,0,0,43264,1.06,32,128,32,64,5.34,8.34,32,50
863,gaussian,208,35,Fan1,720689655.17,1.79,5024,1082507183.91,1.79,4640,0.34,24.88,0.03,36.43,0.2,0.0,0.22,5.4,5.4,13193103448.28,0.27,1.79,51.96,0.02,1.31,2.37,0.07,94.15,1,0.06,5.85,28.87,31.6,44.13,40.44,40.44,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.93,13.96,64,100
864,gaussian,208,36,Fan2,798181818.18,9.93,10467,1188484848.48,9.93,8800,7.69,5867.76,2.44,8.95,0.17,0.1,0.17,4.36,4.36,81127272727.27,7.69,9.93,92.55,2.04,44.05,1.45,0.05,94.86,1,0.05,5.14,14.35,15.82,28.65,28.19,28.19,251.5,80479,255.58,81785,16,2704,16,0,0,0,43264,1.06,32,128,32,64,5.04,7.88,32,50
865,gaussian,208,37,Fan1,729166666.67,1.79,5033,1092050057.87,1.79,4608,0.34,24.38,0.03,37.03,0.2,0.0,0.22,5.51,5.51,13354166666.67,0.27,1.79,51.97,0.02,1.32,2.45,0.07,93.96,1,0.06,6.04,28.78,31.51,44.32,40.61,40.61,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.97,14.02,64,100
866,gaussian,208,38,Fan2,793478260.87,10.01,10459,1183103109.9,10.01,8832,7.99,5850.77,2.42,7.44,0.17,0.1,0.17,4.32,4.32,81304347826.09,7.99,10.01,89.83,2.02,41.24,1.35,0.05,94.94,1,0.05,5.06,14.41,15.88,27.16,26.73,26.73,249.0,79680,253.03,80971,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.79,7.49,32,50
867,gaussian,208,39,Fan1,790209790.21,1.65,5397,1179159382.28,1.65,4576,0.32,24.26,0.02,37.04,0.2,0.0,0.22,5.54,5.54,13321678321.68,0.25,1.65,51.98,0.02,1.32,2.41,0.07,93.94,1,0.06,6.06,28.69,31.41,43.41,39.77,39.77,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.96,13.99,64,100
868,gaussian,208,40,Fan2,792727272.73,9.97,10398,1180340909.09,9.98,8800,9.98,5816.62,2.45,8.75,0.17,0.1,0.17,4.37,4.37,80909090909.09,9.98,9.97,92.31,2.03,44.86,1.44,0.05,94.95,1,0.05,5.05,14.32,15.78,29.17,28.56,28.56,249.0,79680,254.31,81379,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.9,7.66,32,50
869,gaussian,208,41,Fan1,706666666.67,1.75,5072,1056562500.0,1.75,4800,0.33,24.44,0.03,36.62,0.2,0.0,0.22,5.5,5.5,12660000000.0,0.27,1.75,51.99,0.02,1.33,2.67,0.07,93.99,1,0.06,6.01,28.6,31.31,48.53,44.47,44.47,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.11,14.23,64,100
870,gaussian,208,42,Fan2,777580071.17,9.9,10419,1157695729.54,9.9,8992,9.19,5889.64,2.43,8.63,0.17,0.1,0.17,4.3,4.3,78804270462.63,9.19,9.9,91.83,2.03,44.31,1.45,0.05,94.84,1,0.05,5.16,14.23,15.69,28.65,28.18,28.18,249.0,79680,253.12,80999,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.89,7.64,32,50
871,gaussian,208,43,Fan1,731034482.76,1.74,5065,1091307471.26,1.74,4640,0.33,25.31,0.03,35.21,0.19,0.0,0.21,5.31,5.31,13055172413.79,0.27,1.74,52.0,0.02,1.34,2.2,0.07,94.43,1,0.06,5.57,28.51,31.21,43.16,39.55,39.55,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.87,13.87,64,100
872,gaussian,208,44,Fan2,795620437.96,10.04,10407,1185656173.97,10.04,8768,8.48,5933.36,2.4,8.56,0.17,0.09,0.17,4.21,4.21,81759124087.59,8.48,10.04,92.12,2.0,44.19,1.39,0.05,94.91,1,0.05,5.09,14.34,15.82,27.81,27.36,27.36,245.5,78560,249.56,79858,16,2704,16,0,0,0,43264,1.06,32,128,32,64,5.4,8.44,32,50
873,gaussian,208,45,Fan1,734265734.27,1.75,5053,1103766025.64,1.75,4576,0.33,24.85,0.03,35.71,0.2,0.0,0.22,5.41,5.41,13167832167.83,0.27,1.75,52.01,0.02,1.34,2.38,0.07,94.0,1,0.06,6.0,28.42,31.11,43.28,39.66,39.66,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.87,13.85,64,100
874,gaussian,208,46,Fan2,789090909.09,9.66,10358,1176098484.85,9.66,8800,8.46,5820.15,2.39,7.18,0.17,0.09,0.17,4.25,4.25,78050909090.91,8.46,9.66,90.76,1.99,41.72,1.36,0.05,94.77,1,0.05,5.23,14.4,15.88,26.48,26.05,26.05,243.06,77778,247.1,79073,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.65,7.27,32,50
875,gaussian,208,47,Fan1,723090277.78,1.75,4997,1084273726.85,1.75,4608,0.34,23.18,0.03,38.13,0.21,0.0,0.23,5.8,5.8,12951388888.89,0.27,1.75,52.02,0.02,1.35,2.46,0.07,93.96,1,0.06,6.04,28.32,31.01,44.4,40.68,40.68,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.29,14.52,64,100
876,gaussian,208,48,Fan2,790145985.4,9.77,10377,1182614811.44,9.77,8768,8.63,5753.7,2.38,8.5,0.17,0.09,0.17,4.29,4.29,79072992700.73,8.63,9.77,92.96,1.98,43.83,1.53,0.05,94.78,1,0.05,5.22,14.31,15.78,29.86,29.37,29.37,243.06,77778,247.11,79075,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.71,7.36,32,50
877,gaussian,208,49,Fan1,720689655.17,1.73,5007,1078879310.34,1.73,4640,0.33,25.68,0.03,34.27,0.19,0.0,0.21,5.23,5.23,12793103448.28,0.27,1.73,52.03,0.02,1.36,2.39,0.07,93.95,1,0.06,6.05,28.23,30.91,43.18,39.57,39.57,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.66,13.53,64,100
878,gaussian,208,50,Fan2,781138790.04,9.7,10461,1162310943.06,9.7,8992,8.18,5809.19,2.36,8.42,0.17,0.09,0.17,4.25,4.25,77551601423.49,8.18,9.7,92.88,1.97,44.19,1.38,0.05,94.84,1,0.05,5.16,14.22,15.69,27.25,26.8,26.8,243.06,77778,247.1,79071,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.76,7.43,32,50
879,gaussian,208,51,Fan1,730769230.77,1.73,5026,1097938519.81,1.73,4576,0.33,24.64,0.03,35.57,0.2,0.0,0.22,5.45,5.45,12958041958.04,0.27,1.73,52.04,0.02,1.37,2.53,0.07,93.71,1,0.06,6.29,28.14,30.81,43.93,40.25,40.25,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,8.95,13.99,64,100
880,gaussian,208,52,Fan2,778571428.57,9.8,10414,1160993303.57,9.8,8960,8.96,5831.74,2.35,8.34,0.16,0.09,0.17,4.19,4.19,78121428571.43,8.96,9.8,91.53,1.95,44.23,1.74,0.05,94.85,1,0.05,5.15,14.34,15.82,34.47,33.83,33.83,239.61,76675,244.16,78132,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.66,7.28,32,50
881,gaussian,208,53,Fan1,732394366.2,1.73,4973,1093896713.62,1.73,4544,0.33,25.3,0.03,34.49,0.19,0.0,0.21,5.31,5.31,12950704225.35,0.27,1.73,52.05,0.02,1.37,2.53,0.08,93.58,1,0.06,6.42,28.05,30.71,42.98,39.39,39.39,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.04,14.13,64,100
882,gaussian,208,54,Fan2,797047970.48,9.46,10333,1190421279.21,9.46,8672,8.39,5770.66,2.34,6.96,0.16,0.09,0.17,4.18,4.18,77195571955.72,8.39,9.46,88.86,1.94,41.35,1.37,0.05,94.67,1,0.05,5.33,14.39,15.88,26.25,25.82,25.82,237.22,75910,241.25,77199,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.75,7.43,32,50
883,gaussian,208,55,Fan1,734265734.27,1.69,5019,1096335955.71,1.69,4576,0.33,22.9,0.03,37.94,0.22,0.0,0.23,5.87,5.87,12678321678.32,0.27,1.69,52.06,0.02,1.38,2.34,0.07,94.05,1,0.06,5.95,27.96,30.61,42.92,39.33,39.33,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.21,14.39,64,100
884,gaussian,208,56,Fan2,796076642.34,9.3,10410,1186663625.3,9.3,8768,8.66,5727.76,2.32,8.3,0.17,0.09,0.17,4.22,4.22,75788321167.88,8.66,9.3,91.77,1.93,43.75,1.49,0.05,94.86,1,0.05,5.14,14.3,15.78,29.58,29.03,29.03,237.22,75910,241.69,77342,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.72,7.38,32,50
885,gaussian,208,57,Fan1,757042253.52,1.65,5139,1130611795.77,1.65,4544,0.32,23.68,0.03,36.54,0.21,0.0,0.23,5.68,5.68,12753521126.76,0.26,1.65,52.07,0.02,1.39,2.41,0.07,94.06,1,0.06,5.94,27.87,30.52,44.23,40.53,40.53,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.22,14.4,64,100
886,gaussian,208,58,Fan2,787003610.11,9.19,10394,1171592960.29,9.19,8864,8.58,5668.49,2.32,8.31,0.17,0.09,0.17,4.26,4.26,74093862815.88,8.58,9.19,92.45,1.93,44.47,1.38,0.05,94.79,1,0.05,5.21,14.21,15.69,27.0,26.55,26.55,237.22,75910,241.25,77201,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.37,6.83,32,50
887,gaussian,208,59,Fan1,735243055.56,1.66,5046,1094871238.43,1.66,4608,0.33,25.2,0.03,34.18,0.2,0.0,0.21,5.33,5.33,12534722222.22,0.26,1.66,52.08,0.02,1.4,2.52,0.08,93.69,1,0.06,6.31,27.78,30.42,43.53,39.89,39.89,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.71,15.18,64,100
888,gaussian,208,60,Fan2,812962962.96,9.24,10497,1213869598.77,9.24,8640,8.81,5715.93,2.27,8.12,0.16,0.09,0.17,4.16,4.16,76881481481.48,8.81,9.24,91.45,1.88,44.51,1.42,0.05,94.84,1,0.05,5.16,14.33,15.82,28.08,27.6,27.6,233.82,74824,237.88,76123,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.73,7.4,32,50
889,gaussian,208,61,Fan1,700680272.11,1.69,4957,1053465136.05,1.69,4704,0.33,23.99,0.03,35.75,0.21,0.0,0.22,5.6,5.6,12129251700.68,0.27,1.69,52.09,0.02,1.4,2.36,0.07,94.02,1,0.06,5.98,27.69,30.32,43.18,39.56,39.56,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.15,14.3,64,100
890,gaussian,208,62,Fan2,796703296.7,8.74,10401,1189846611.72,8.74,8736,7.83,5698.44,2.27,6.74,0.16,0.09,0.17,4.13,4.13,71304029304.03,7.83,8.74,90.11,1.88,41.54,1.33,0.05,94.84,1,0.05,5.16,14.38,15.88,26.27,25.82,25.82,231.49,74076,235.52,75367,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.44,6.93,32,50
891,gaussian,208,63,Fan1,722222222.22,1.68,4986,1081886574.07,1.68,4608,0.33,24.1,0.03,35.43,0.2,0.0,0.22,5.58,5.58,12451388888.89,0.27,1.68,52.11,0.02,1.41,2.42,0.07,94.01,1,0.06,5.99,27.59,30.22,44.16,40.47,40.47,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.32,14.56,64,100
892,gaussian,208,64,Fan2,787272727.27,8.63,10350,1175416666.67,8.94,8800,8.94,5617.21,2.28,8.05,0.16,0.09,0.17,4.19,4.19,69578181818.18,8.94,8.63,92.23,1.89,44.18,1.35,0.05,94.82,1,0.05,5.18,14.3,15.78,26.45,26.0,26.0,231.49,74076,235.54,75374,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.38,6.84,32,50
893,gaussian,208,65,Fan1,715277777.78,1.68,4917,1066804108.8,1.68,4608,0.33,27.59,0.03,30.81,0.18,0.0,0.19,4.87,4.87,12270833333.33,0.27,1.68,52.12,0.02,1.42,2.22,0.06,94.6,1,0.05,5.4,27.5,30.12,44.84,41.09,41.09,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.74,15.21,64,100
894,gaussian,208,66,Fan2,792727272.73,8.35,10386,1179128787.88,8.67,8800,8.67,5627.45,2.27,7.99,0.16,0.09,0.17,4.19,4.19,67774545454.55,8.67,8.35,92.14,1.88,43.37,1.37,0.05,94.68,1,0.05,5.32,14.21,15.68,26.25,25.8,25.8,231.49,74076,235.53,75371,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.34,6.79,32,50
895,gaussian,208,67,Fan1,706293706.29,1.71,4857,1061261655.01,1.71,4576,0.34,23.4,0.03,36.16,0.21,0.0,0.23,5.74,5.74,12370629370.63,0.27,1.71,52.13,0.02,1.43,2.42,0.07,94.18,1,0.06,5.82,27.41,30.02,45.47,41.66,41.66,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.18,14.34,64,100
896,gaussian,208,68,Fan2,790145985.4,8.44,10345,1178623023.11,8.5,8768,8.5,5665.52,2.25,7.86,0.16,0.09,0.16,4.1,4.1,68255474452.55,8.5,8.44,93.42,1.86,44.2,1.3,0.05,94.8,1,0.05,5.2,14.32,15.82,25.45,25.01,25.01,228.15,73007,232.19,74302,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.22,6.6,32,50
897,gaussian,208,69,Fan1,722602739.73,1.63,5031,1076448344.75,1.63,4672,0.32,26.73,0.03,31.52,0.18,0.0,0.2,5.03,5.03,12075342465.75,0.26,1.63,52.14,0.02,1.44,2.4,0.07,94.09,1,0.06,5.91,27.32,29.92,44.25,40.54,40.54,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.5,14.84,64,100
898,gaussian,208,70,Fan2,801498127.34,8.8,10245,1198384831.46,8.8,8544,7.82,5567.4,2.25,6.56,0.16,0.09,0.17,4.13,4.13,72247191011.24,7.82,8.8,89.86,1.86,40.21,1.29,0.05,94.76,1,0.05,5.24,14.38,15.88,25.03,24.59,24.59,225.86,72276,229.9,73569,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.23,6.61,32,50
899,gaussian,208,71,Fan1,711805555.56,1.66,4910,1065429687.5,1.66,4608,0.33,26.7,0.03,31.41,0.18,0.0,0.2,5.03,5.03,12090277777.78,0.27,1.66,52.15,0.02,1.45,2.45,0.07,93.8,1,0.06,6.2,27.23,29.82,43.13,39.52,39.52,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.83,15.36,64,100
900,gaussian,208,72,Fan2,804832713.75,8.57,10326,1198768587.36,8.57,8608,8.13,5590.32,2.25,7.7,0.16,0.09,0.17,4.14,4.14,70609665427.51,8.13,8.57,92.82,1.84,43.74,1.45,0.05,94.66,1,0.05,5.34,14.29,15.78,27.79,27.09,27.09,225.86,72276,231.7,74145,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.28,6.69,32,50
901,gaussian,208,73,Fan1,718309859.15,1.66,4895,1076767899.06,1.66,4544,0.33,23.52,0.03,35.49,0.21,0.0,0.23,5.71,5.71,12190140845.07,0.27,1.66,52.16,0.02,1.45,2.45,0.07,94.0,1,0.06,6.0,27.14,29.72,44.63,40.9,40.9,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.32,14.57,64,100
902,gaussian,208,74,Fan2,793040293.04,8.51,10374,1186698717.95,8.51,8736,7.76,5552.34,2.22,7.68,0.16,0.09,0.17,4.14,4.14,69120879120.88,7.76,8.51,92.74,1.83,43.73,1.35,0.05,94.65,1,0.05,5.35,14.2,15.68,25.58,25.13,25.13,225.86,72276,229.9,73568,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.24,6.62,32,50
903,gaussian,208,75,Fan1,709201388.89,1.65,4884,1059751157.41,1.65,4608,0.33,27.02,0.03,30.76,0.18,0.0,0.2,4.97,4.97,11951388888.89,0.27,1.65,52.17,0.02,1.46,2.27,0.07,94.27,1,0.06,5.73,27.05,29.62,43.27,39.64,39.64,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.81,15.33,64,100
904,gaussian,208,76,Fan2,791208791.21,8.45,10318,1180116758.24,8.45,8736,7.62,5540.29,2.2,7.7,0.16,0.09,0.16,4.09,4.09,68490842490.84,7.62,8.45,92.36,1.82,43.25,1.4,0.05,94.63,1,0.05,5.37,14.32,15.82,26.63,26.15,26.15,222.57,71224,226.7,72545,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.28,6.68,32,50
905,gaussian,208,77,Fan1,700680272.11,1.62,4929,1047406462.59,1.62,4704,0.33,24.05,0.03,34.41,0.2,0.0,0.22,5.59,5.59,11639455782.31,0.27,1.62,52.19,0.02,1.47,2.48,0.07,93.82,1,0.06,6.18,26.95,29.53,43.82,40.15,40.15,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.24,14.44,64,100
906,gaussian,208,78,Fan2,792592592.59,8.54,10250,1185802469.14,8.54,8640,6.59,5513.05,2.19,6.38,0.16,0.09,0.16,4.07,4.07,69281481481.48,6.59,8.54,89.38,1.81,40.71,1.37,0.05,94.64,1,0.05,5.36,14.37,15.88,25.93,25.46,25.46,220.34,70510,224.38,71802,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.01,6.26,32,50
907,gaussian,208,79,Fan1,722222222.22,1.57,4948,1073603877.31,1.57,4608,0.32,23.71,0.03,34.74,0.21,0.0,0.23,5.67,5.67,11618055555.56,0.26,1.57,52.2,0.02,1.48,2.43,0.07,94.06,1,0.06,5.94,26.86,29.43,44.7,40.96,40.96,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.22,14.4,64,100
908,gaussian,208,80,Fan2,795955882.35,8.25,10338,1186925551.47,8.25,8704,7.86,5482.1,2.17,7.56,0.16,0.09,0.16,4.09,4.09,67213235294.12,7.86,8.25,92.62,1.79,43.24,1.29,0.05,94.71,1,0.05,5.29,14.28,15.78,24.91,24.46,24.46,220.34,70510,224.4,71809,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.2,6.56,32,50
909,gaussian,208,81,Fan1,717241379.31,1.59,4994,1075969827.59,1.59,4640,0.32,24.99,0.03,32.82,0.2,0.0,0.22,5.38,5.38,11662068965.52,0.26,1.59,52.21,0.02,1.49,2.43,0.07,93.91,1,0.06,6.09,26.77,29.33,43.53,39.88,39.88,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.06,14.15,64,100
910,gaussian,208,82,Fan2,810861423.22,8.2,10337,1208742977.53,8.2,8544,7.61,5581.21,2.17,7.35,0.16,0.09,0.16,4.02,4.02,68067415730.34,7.61,8.2,91.14,1.79,43.19,1.38,0.05,94.62,1,0.05,5.38,14.19,15.68,26.18,25.7,25.7,220.34,70510,224.47,71829,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.2,6.56,32,50
911,gaussian,208,83,Fan1,704861111.11,1.61,4857,1053710937.5,1.61,4608,0.33,24.07,0.03,33.9,0.2,0.0,0.23,5.63,5.63,11590277777.78,0.27,1.61,52.22,0.02,1.5,2.19,0.07,94.24,1,0.06,5.76,26.68,29.23,41.94,38.07,38.07,1.23,394,1.36,434,512,1,17,0,0,0,512,0.0,32,5,32,4,9.14,14.28,64,100
912,gaussian,208,84,Fan2,795202952.03,8.18,10278,1184175123.0,8.18,8672,8.03,5446.66,2.17,7.48,0.16,0.08,0.16,4.08,4.08,66649446494.46,8.03,8.18,93.16,1.78,43.17,1.33,0.05,94.8,1,0.05,5.2,14.31,15.82,26.11,25.49,25.49,217.11,69475,222.38,71160,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.18,6.53,32,50
913,gaussian,208,85,Fan1,726027397.26,1.54,5076,1086044520.55,1.54,4672,0.31,23.44,0.03,34.67,0.21,0.0,0.23,5.73,5.73,11472602739.73,0.25,1.54,52.23,0.02,1.51,2.63,0.07,94.32,1,0.06,5.68,26.59,29.13,50.45,46.23,46.23,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.22,14.4,64,100
914,gaussian,208,86,Fan2,803370786.52,8.19,10260,1200394038.7,8.19,8544,7.33,5411.1,2.14,6.17,0.16,0.08,0.16,4.05,4.05,67408239700.37,7.33,8.19,87.58,1.76,39.91,1.31,0.05,94.63,1,0.05,5.37,14.36,15.88,24.94,24.47,24.47,214.93,68778,219.05,70096,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.12,6.44,32,50
915,gaussian,208,87,Fan1,729753521.13,1.57,4962,1091696009.39,1.57,4544,0.32,24.18,0.03,33.45,0.2,0.0,0.22,5.56,5.56,11725352112.68,0.26,1.57,52.25,0.02,1.52,2.36,0.07,94.28,1,0.06,5.72,26.5,29.03,45.03,41.26,41.26,1.23,394,1.34,430,512,1,17,0,0,0,512,0.0,32,5,32,4,9.13,14.26,64,100
916,gaussian,208,88,Fan2,807116104.87,7.86,10285,1203144506.87,7.86,8544,7.25,5428.64,2.13,7.29,0.16,0.08,0.16,4.04,4.04,64936329588.01,7.25,7.86,92.01,1.75,42.9,1.27,0.05,94.83,1,0.05,5.17,14.27,15.78,25.06,24.58,24.58,214.93,68778,219.14,70126,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.24,6.63,32,50
